timestamp,BTCUSD,DOGEUSD,LTCUSD,DASHUSD,ETHUSD,ZECUSD,ETCUSD,EOSUSD,NEOUSD,BTGUSD,XRPUSDT,TRXUSD
2019-05-18 21:53:00,7327.14,0.00295344,87.8993,143.9263,238.847,73.4363,7.26859,5.94952,10.8817,20.7217,0.375915,0.0266701
2019-05-18 21:54:00,7336.12,0.00295461,88.0176,143.8688,238.911,73.4604,7.27087,5.94866,10.88022,20.77401,0.376013,0.0267197
2019-05-18 21:55:00,7328.2,0.00295543,87.7961,143.8909,238.633,73.4578,7.27908,5.94052,10.86972,20.76178,0.37579,0.0267156
2019-05-18 21:56:00,7337.88,0.00295329,87.9107,143.8502,238.965,73.4685,7.27795,5.94348,10.87273,20.78296,0.375827,0.0266904
2019-05-18 21:57:00,7333.48,0.00295359,87.9291,143.8856,238.847,73.3678,7.27515,5.94339,10.87701,20.77271,0.376158,0.0266815
2019-05-18 21:58:00,7329.14,0.002944,87.9053,143.9211,238.797,73.3374,7.26743,5.94124,10.86705,20.73505,0.376158,0.0266826
2019-05-18 21:59:00,7326.66,0.00294691,87.8927,143.9091,238.699,73.2885,7.26379,5.93967,10.86648,20.71787,0.376,0.0266853
2019-05-18 22:00:00,7320.87,0.00294745,87.7954,143.9753,238.745,73.2675,7.2695,5.9392,10.86886,20.71427,0.375777,0.0266719
2019-05-18 22:01:00,7311.7,0.00294649,87.7954,143.8606,238.475,73.1172,7.26646,5.93465,10.86886,20.7267,0.375427,0.0266659
2019-05-18 22:02:00,7320.72,0.00295079,87.7927,144.1067,238.164,73.0992,7.26178,5.93407,10.86719,20.70058,0.375437,0.0266785
2019-05-18 22:03:00,7322.06,0.00295152,87.7529,143.8633,238.032,73.1271,7.26033,5.93608,10.86047,20.71286,0.375504,0.0266767
2019-05-18 22:04:00,7314.11,0.00294423,87.7472,143.9502,237.419,73.2682,7.26802,5.93852,10.86191,20.71046,0.3753,0.0266712
2019-05-18 22:05:00,7327.98,0.00294545,87.7807,143.9459,237.973,73.2682,7.26333,5.93723,10.86787,20.7914,0.375816,0.0266764
2019-05-18 22:06:00,7329.73,0.00295072,87.7899,143.8835,238.006,73.2893,7.26333,5.93723,10.86307,20.75675,0.3761,0.0266632
2019-05-18 22:07:00,7333.89,0.002944,87.7883,143.8946,238.485,73.305,7.25402,5.93813,10.88347,20.79182,0.376267,0.0266772
2019-05-18 22:08:00,7337.0,0.00295076,87.7932,143.8946,238.644,73.355,7.25402,5.94271,10.87805,20.78487,0.376334,0.0267
2019-05-18 22:09:00,7338.68,0.00295775,87.694,143.8946,238.592,73.2801,7.26279,5.94143,10.87286,20.8095,0.376287,0.0267316
2019-05-18 22:10:00,7337.97,0.00295865,87.694,144.11,238.626,73.2337,7.26724,5.94065,10.87977,20.76027,0.376304,0.0266993
2019-05-18 22:11:00,7355.0,0.00295968,87.788,144.11,238.692,73.2337,7.26497,5.94636,10.88995,20.76027,0.376635,0.0267178
2019-05-18 22:12:00,7332.83,0.00295543,87.6274,144.11,238.109,73.0788,7.25814,5.92431,10.86793,20.76027,0.376635,0.0267257
2019-05-18 22:13:00,7306.2,0.00295349,87.4427,144.11,237.739,73.0,7.23386,5.92759,10.85489,20.7289,0.376635,0.0266453
2019-05-18 22:14:00,7320.28,0.00295321,87.4515,144.11,238.087,73.1559,7.23913,5.93135,10.84633,20.7289,0.376635,0.0266434
2019-05-18 22:15:00,7320.06,0.00295143,87.419,144.0,238.148,73.1955,7.23387,5.9289,10.86626,20.76179,0.37571,0.0266558
2019-05-18 22:16:00,7320.0,0.00295711,87.4322,144.3695,238.051,73.1797,7.24777,5.93201,10.86171,20.76728,0.37571,0.0266695
2019-05-18 22:17:00,7320.0,0.00295877,87.4095,144.3695,237.852,73.0865,7.2399,5.92511,10.86905,20.71041,0.375192,0.0266726
2019-05-18 22:18:00,7311.48,0.00295523,87.447,144.0815,237.935,73.0996,7.23478,5.92532,10.86939,20.731,0.375193,0.0266615
2019-05-18 22:19:00,7313.68,0.00295163,87.3649,143.6769,237.804,73.172,7.23353,5.92589,10.86349,20.71642,0.374669,0.0267126
2019-05-18 22:20:00,7287.33,0.00294501,87.1915,143.3527,237.052,73.0501,7.24467,5.91662,10.82825,20.64227,0.374275,0.0266338
2019-05-18 22:21:00,7290.61,0.00295105,87.1754,143.3228,236.61,72.9511,7.23966,5.91565,10.84131,20.67156,0.37417,0.0266463
2019-05-18 22:22:00,7290.83,0.00295105,87.1972,143.5098,236.208,72.9845,7.23674,5.91483,10.82971,20.65127,0.374268,0.0266444
2019-05-18 22:23:00,7279.47,0.00295105,87.0423,143.2936,235.739,72.8671,7.23046,5.91372,10.82519,20.6359,0.374166,0.0266337
2019-05-18 22:24:00,7291.7,0.00295105,87.323,143.2551,236.205,72.8717,7.24009,5.92052,10.81915,20.6675,0.374507,0.0266393
2019-05-18 22:25:00,7295.42,0.00295105,87.4043,143.4934,236.152,72.8907,7.23521,5.91939,10.83681,20.64939,0.374437,0.0266572
2019-05-18 22:26:00,7302.9,0.00295105,87.4666,143.6127,236.554,72.8535,7.22566,5.91992,10.85334,20.64939,0.375188,0.02665
2019-05-18 22:27:00,7302.69,0.00295882,87.5146,143.5506,237.053,72.8907,7.24267,5.91782,10.85402,20.62616,0.375401,0.0266789
2019-05-18 22:28:00,7301.4,0.00295544,87.4536,143.5891,237.041,72.8948,7.22812,5.91718,10.85088,20.62616,0.374874,0.026661
2019-05-18 22:29:00,7298.1,0.00295794,87.3418,143.508,236.641,72.9399,7.24539,5.91334,10.8535,20.65468,0.374619,0.0266518
2019-05-18 22:30:00,7300.25,0.0029567,87.3256,143.7111,236.909,72.9452,7.2376,5.91389,10.85771,20.6733,0.375025,0.0266685
2019-05-18 22:31:00,7301.4,0.0029567,87.4338,143.4644,236.854,72.9469,7.23001,5.91496,10.84868,20.63599,0.374784,0.026643
2019-05-18 22:32:00,7299.63,0.00295962,87.3924,143.7731,236.543,72.938,7.24237,5.91457,10.84765,20.69635,0.374833,0.0266692
